cogn_load,painlvl,trialtyp,painrating,painrating_validity,nbackresponse,nbackresponse_validyity,numboftargetocc,correctans,trialidx,trialnum,run,blocktype,subjID
0,1,3,43.75,1,2,1,2,1,1,1,1,2,n2ezbykdc
0,0,1,7.29166666666667,1,4,1,4,1,1,2,1,2,n2ezbykdc
0,0,1,13.0208333333333,1,3,1,3,1,2,3,1,2,n2ezbykdc
0,1,3,69.7916666666667,1,3,1,3,1,2,4,1,2,n2ezbykdc
2,1,4,50,1,4,1,5,0,1,5,1,2,n2ezbykdc
2,0,2,18.75,1,5,1,5,1,1,6,1,2,n2ezbykdc
2,1,4,36.4583333333333,1,3,1,3,1,2,7,1,2,n2ezbykdc
0,1,3,50,1,3,1,3,1,3,8,1,2,n2ezbykdc
0,0,1,33.59375,1,3,1,3,1,3,9,1,2,n2ezbykdc
2,1,4,12.2395833333333,1,2,1,3,0,3,10,1,2,n2ezbykdc
2,0,2,38.0208333333333,1,2,1,3,0,2,11,1,2,n2ezbykdc
2,0,2,50,1,5,1,4,0,3,12,1,2,n2ezbykdc
0,1,3,79.6875,1,5,1,5,1,4,13,1,2,n2ezbykdc
2,0,2,23.4375,1,2,1,4,0,4,14,1,2,n2ezbykdc
0,1,3,53.6458333333333,1,4,1,4,1,5,15,1,2,n2ezbykdc
2,1,4,31.25,1,3,1,3,1,4,16,1,2,n2ezbykdc
0,0,1,34.6354166666667,1,3,1,3,1,4,17,1,2,n2ezbykdc
0,0,1,13.8020833333333,1,2,1,2,1,5,18,1,2,n2ezbykdc
2,1,4,33.0729166666667,1,5,1,5,1,5,19,1,2,n2ezbykdc
2,0,2,27.6041666666667,1,3,1,4,0,5,20,1,2,n2ezbykdc
2,1,4,16.40625,1,2,1,2,1,1,1,2,9,n2ezbykdc
2,1,4,23.4375,1,3,1,4,0,2,2,2,9,n2ezbykdc
0,0,1,22.65625,1,2,1,2,1,1,3,2,9,n2ezbykdc
2,1,4,50,1,2,1,2,1,3,4,2,9,n2ezbykdc
0,1,3,34.375,1,3,1,3,1,1,5,2,9,n2ezbykdc
2,0,2,17.96875,1,2,1,2,1,1,6,2,9,n2ezbykdc
0,0,1,12.2395833333333,1,3,1,3,1,2,7,2,9,n2ezbykdc
2,1,4,74.21875,1,3,1,4,0,4,8,2,9,n2ezbykdc
0,1,3,50,1,2,1,2,1,2,9,2,9,n2ezbykdc
2,0,2,14.3229166666667,1,3,1,3,1,2,10,2,9,n2ezbykdc
0,0,1,35.6770833333333,1,5,1,5,1,3,11,2,9,n2ezbykdc
0,1,3,72.1354166666667,1,3,1,3,1,3,12,2,9,n2ezbykdc
0,1,3,64.84375,1,4,1,4,1,4,13,2,9,n2ezbykdc
2,0,2,25.5208333333333,1,2,1,2,1,3,14,2,9,n2ezbykdc
2,0,2,23.4375,1,5,1,5,1,4,15,2,9,n2ezbykdc
2,1,4,58.59375,1,2,1,2,1,5,16,2,9,n2ezbykdc
0,0,1,31.5104166666667,1,5,1,5,1,4,17,2,9,n2ezbykdc
0,1,3,89.84375,1,5,1,5,1,5,18,2,9,n2ezbykdc
2,0,2,26.8229166666667,1,3,1,3,1,5,19,2,9,n2ezbykdc
0,0,1,50.5208333333333,1,5,1,5,1,5,20,2,9,n2ezbykdc
0,0,1,-0,1,2,1,2,1,1,1,3,3,n2ezbykdc
0,0,1,-0,1,2,1,2,1,2,2,3,3,n2ezbykdc
0,1,3,24.21875,1,4,1,4,1,1,3,3,3,n2ezbykdc
2,1,4,38.5416666666667,1,4,1,5,0,1,4,3,3,n2ezbykdc
2,0,2,27.8645833333333,1,3,1,5,0,1,5,3,3,n2ezbykdc
0,1,3,87.2395833333333,1,3,1,3,1,2,6,3,3,n2ezbykdc
2,1,4,50,1,4,1,5,0,2,7,3,3,n2ezbykdc
2,0,2,19.0104166666667,1,2,1,2,1,2,8,3,3,n2ezbykdc
0,0,1,35.6770833333333,1,4,1,4,1,3,9,3,3,n2ezbykdc
2,1,4,79.6875,1,2,1,3,0,3,10,3,3,n2ezbykdc
0,0,1,48.4375,1,4,1,4,1,4,11,3,3,n2ezbykdc
2,0,2,22.9166666666667,1,3,1,2,0,3,12,3,3,n2ezbykdc
0,1,3,69.0104166666667,1,5,1,5,1,3,13,3,3,n2ezbykdc
0,1,3,82.2916666666667,1,5,1,5,1,4,14,3,3,n2ezbykdc
2,0,2,4.94791666666667,1,4,1,4,1,4,15,3,3,n2ezbykdc
2,1,4,10.6770833333333,1,3,1,3,1,4,16,3,3,n2ezbykdc
0,0,1,50,1,3,1,3,1,5,17,3,3,n2ezbykdc
2,0,2,26.5625,1,5,1,5,1,5,18,3,3,n2ezbykdc
2,1,4,50,1,5,1,5,1,5,19,3,3,n2ezbykdc
0,1,3,78.90625,1,2,1,2,1,5,20,3,3,n2ezbykdc
2,0,2,24.21875,1,4,1,5,0,1,1,1,7,n2p42ndy1
0,0,1,27.0833333333333,1,3,1,3,1,1,2,1,7,n2p42ndy1
2,1,4,56.5104166666667,1,3,1,3,1,1,3,1,7,n2p42ndy1
0,1,3,67.1875,1,3,1,3,1,1,4,1,7,n2p42ndy1
2,0,2,16.40625,1,2,1,2,1,2,5,1,7,n2p42ndy1
2,1,4,57.2916666666667,1,2,1,2,1,2,6,1,7,n2p42ndy1
2,0,2,16.9270833333333,1,2,1,3,0,3,7,1,7,n2p42ndy1
0,0,1,4.94791666666667,1,2,1,3,0,2,8,1,7,n2p42ndy1
0,1,3,73.1770833333333,1,4,1,4,1,2,9,1,7,n2p42ndy1
0,0,1,39.3229166666667,1,3,1,3,1,3,10,1,7,n2p42ndy1
0,0,1,57.5520833333333,1,5,1,5,1,4,11,1,7,n2p42ndy1
2,1,4,64.0625,1,5,1,5,1,3,12,1,7,n2p42ndy1
2,1,4,64.3229166666667,1,4,1,4,1,4,13,1,7,n2p42ndy1
0,0,1,29.1666666666667,1,3,1,3,1,5,14,1,7,n2p42ndy1
0,1,3,86.71875,1,2,1,2,1,3,15,1,7,n2p42ndy1
0,1,3,76.5625,1,4,1,4,1,4,16,1,7,n2p42ndy1
2,0,2,27.8645833333333,1,2,1,2,1,4,17,1,7,n2p42ndy1
2,0,2,57.03125,1,4,1,4,1,5,18,1,7,n2p42ndy1
0,1,3,84.6354166666667,1,2,1,2,1,5,19,1,7,n2p42ndy1
2,1,4,66.40625,1,4,1,5,0,5,20,1,7,n2p42ndy1
0,0,1,63.8020833333333,1,2,1,2,1,1,1,2,3,n2p42ndy1
0,0,1,30.9895833333333,1,4,1,4,1,2,2,2,3,n2p42ndy1
0,1,3,69.53125,1,5,1,5,1,1,3,2,3,n2p42ndy1
2,1,4,56.25,1,4,1,3,0,1,4,2,3,n2p42ndy1
2,0,2,16.9270833333333,1,5,1,4,0,1,5,2,3,n2p42ndy1
0,1,3,86.1979166666667,1,2,1,2,1,2,6,2,3,n2p42ndy1
2,1,4,58.0729166666667,1,2,1,2,1,2,7,2,3,n2p42ndy1
2,0,2,20.8333333333333,1,3,1,4,0,2,8,2,3,n2p42ndy1
0,0,1,32.2916666666667,1,4,1,4,1,3,9,2,3,n2p42ndy1
2,1,4,75.78125,1,3,1,3,1,3,10,2,3,n2p42ndy1
0,0,1,37.5,1,3,1,3,1,4,11,2,3,n2p42ndy1
2,0,2,14.0625,1,3,1,5,0,3,12,2,3,n2p42ndy1
0,1,3,91.40625,1,5,1,5,1,3,13,2,3,n2p42ndy1
0,1,3,84.375,1,5,1,5,1,4,14,2,3,n2p42ndy1
2,0,2,21.09375,1,2,1,2,1,4,15,2,3,n2p42ndy1
2,1,4,68.2291666666667,1,3,1,3,1,4,16,2,3,n2p42ndy1
0,0,1,50,1,3,1,3,1,5,17,2,3,n2p42ndy1
2,0,2,19.7916666666667,1,4,1,4,1,5,18,2,3,n2p42ndy1
2,1,4,69.2708333333333,1,3,1,3,1,5,19,2,3,n2p42ndy1
0,1,3,66.1458333333333,1,4,1,4,1,5,20,2,3,n2p42ndy1
0,1,3,81.7708333333333,1,4,1,4,1,1,1,3,4,n2p42ndy1
2,0,2,25,1,3,1,3,1,1,2,3,4,n2p42ndy1
0,0,1,6.51041666666667,1,4,1,4,1,1,3,3,4,n2p42ndy1
2,1,4,32.5520833333333,1,3,1,4,0,1,4,3,4,n2p42ndy1
0,1,3,62.2395833333333,1,3,1,3,1,2,5,3,4,n2p42ndy1
0,0,1,22.1354166666667,1,2,1,2,1,2,6,3,4,n2p42ndy1
2,0,2,27.6041666666667,1,4,1,4,1,2,7,3,4,n2p42ndy1
2,1,4,67.4479166666667,1,3,1,3,1,2,8,3,4,n2p42ndy1
0,1,3,78.125,1,3,1,3,1,3,9,3,4,n2p42ndy1
2,0,2,57.5520833333333,1,4,1,5,0,3,10,3,4,n2p42ndy1
0,0,1,61.71875,1,4,1,4,1,3,11,3,4,n2p42ndy1
0,1,3,90.625,1,2,1,2,1,4,12,3,4,n2p42ndy1
2,1,4,65.1041666666667,1,4,1,4,1,3,13,3,4,n2p42ndy1
0,0,1,34.375,1,3,1,3,1,4,14,3,4,n2p42ndy1
2,0,2,28.125,1,4,1,5,0,4,15,3,4,n2p42ndy1
2,1,4,93.75,1,4,1,4,1,4,16,3,4,n2p42ndy1
2,1,4,81.7708333333333,1,3,1,3,1,5,17,3,4,n2p42ndy1
2,0,2,62.2395833333333,1,4,1,4,1,5,18,3,4,n2p42ndy1
0,1,3,96.875,1,2,1,2,1,5,19,3,4,n2p42ndy1
0,0,1,56.7708333333333,1,4,1,4,1,5,20,3,4,n2p42ndy1
0,1,3,30.46875,1,4,1,4,1,1,1,1,2,n2znwbt78
0,0,1,1.82291666666667,1,2,1,2,1,1,2,1,2,n2znwbt78
0,0,1,-0,1,4,1,4,1,2,3,1,2,n2znwbt78
0,1,3,43.75,1,3,1,3,1,2,4,1,2,n2znwbt78
2,1,4,29.9479166666667,1,3,1,3,1,1,5,1,2,n2znwbt78
2,0,2,-0,1,3,1,2,0,1,6,1,2,n2znwbt78
2,1,4,56.5104166666667,1,2,1,2,1,2,7,1,2,n2znwbt78
0,1,3,52.6041666666667,1,2,1,2,1,3,8,1,2,n2znwbt78
0,0,1,3.64583333333333,1,3,1,3,1,3,9,1,2,n2znwbt78
2,1,4,34.8958333333333,1,3,1,4,0,3,10,1,2,n2znwbt78
2,0,2,5.46875,1,4,1,4,1,2,11,1,2,n2znwbt78
2,0,2,8.85416666666667,1,3,1,4,0,3,12,1,2,n2znwbt78
0,1,3,56.25,1,2,1,2,1,4,13,1,2,n2znwbt78
2,0,2,0.260416666666667,1,2,1,4,0,4,14,1,2,n2znwbt78
0,1,3,52.6041666666667,1,5,1,5,1,5,15,1,2,n2znwbt78
2,1,4,6.77083333333333,1,4,1,4,1,4,16,1,2,n2znwbt78
0,0,1,0,1,4,1,4,1,4,17,1,2,n2znwbt78
0,0,1,7.03125,1,4,1,4,1,5,18,1,2,n2znwbt78
2,1,4,34.375,1,2,1,2,1,5,19,1,2,n2znwbt78
2,0,2,1.5625,1,4,1,4,1,5,20,1,2,n2znwbt78
0,0,1,-0,1,5,1,5,1,1,1,2,1,n2znwbt78
0,0,1,4.42708333333333,1,4,1,4,1,2,2,2,1,n2znwbt78
0,1,3,59.375,1,3,1,3,1,1,3,2,1,n2znwbt78
2,1,4,46.875,1,1,1,2,0,1,4,2,1,n2znwbt78
0,0,1,4.42708333333333,1,5,1,5,1,3,5,2,1,n2znwbt78
0,1,3,60.15625,1,2,1,2,1,2,6,2,1,n2znwbt78
2,0,2,0.520833333333333,1,4,1,5,0,1,7,2,1,n2znwbt78
2,1,4,54.6875,1,3,1,3,1,2,8,2,1,n2znwbt78
2,1,4,58.0729166666667,1,3,1,3,1,3,9,2,1,n2znwbt78
2,0,2,1.30208333333333,1,3,1,5,0,2,10,2,1,n2znwbt78
0,1,3,60.9375,1,3,1,3,1,3,11,2,1,n2znwbt78
2,1,4,46.875,1,2,1,2,1,4,12,2,1,n2znwbt78
2,0,2,-0,1,3,1,4,0,3,13,2,1,n2znwbt78
0,0,1,23.9583333333333,1,2,1,2,1,4,14,2,1,n2znwbt78
0,1,3,58.8541666666667,1,5,1,5,1,4,15,2,1,n2znwbt78
2,1,4,62.5,1,3,1,2,0,5,16,2,1,n2znwbt78
0,0,1,15.3645833333333,1,3,1,3,1,5,17,2,1,n2znwbt78
0,1,3,54.9479166666667,1,2,1,2,1,5,18,2,1,n2znwbt78
2,0,2,0.520833333333333,1,3,1,4,0,4,19,2,1,n2znwbt78
2,0,2,1.5625,1,3,1,5,0,5,20,2,1,n2znwbt78
0,0,1,3.38541666666667,1,4,1,4,1,1,1,3,3,n2znwbt78
0,0,1,3.90625,1,2,1,2,1,2,2,3,3,n2znwbt78
0,1,3,53.90625,1,2,1,2,1,1,3,3,3,n2znwbt78
2,1,4,55.7291666666667,1,3,1,3,1,1,4,3,3,n2znwbt78
2,0,2,3.38541666666667,1,3,1,5,0,1,5,3,3,n2znwbt78
0,1,3,58.59375,1,5,1,5,1,2,6,3,3,n2znwbt78
2,1,4,54.9479166666667,1,3,1,3,1,2,7,3,3,n2znwbt78
2,0,2,0.260416666666667,1,4,1,4,1,2,8,3,3,n2znwbt78
0,0,1,4.6875,1,4,1,4,1,3,9,3,3,n2znwbt78
2,1,4,53.90625,1,4,1,5,0,3,10,3,3,n2znwbt78
0,0,1,3.64583333333333,1,2,1,2,1,4,11,3,3,n2znwbt78
2,0,2,0.520833333333333,1,4,1,4,1,3,12,3,3,n2znwbt78
0,1,3,52.6041666666667,1,5,1,5,1,3,13,3,3,n2znwbt78
0,1,3,57.5520833333333,1,2,1,2,1,4,14,3,3,n2znwbt78
2,0,2,-0,1,2,1,2,1,4,15,3,3,n2znwbt78
2,1,4,54.1666666666667,1,3,1,3,1,4,16,3,3,n2znwbt78
0,0,1,0.260416666666667,1,3,1,3,1,5,17,3,3,n2znwbt78
2,0,2,-0,1,3,1,3,1,5,18,3,3,n2znwbt78
2,1,4,53.6458333333333,1,4,1,5,0,5,19,3,3,n2znwbt78
0,1,3,51.3020833333333,1,5,1,5,1,5,20,3,3,n2znwbt78
0,1,3,63.0208333333333,1,4,1,4,1,1,1,1,2,n31b2j4ah
0,0,1,8.07291666666667,1,4,1,4,1,1,2,1,2,n31b2j4ah
0,0,1,17.7083333333333,1,4,1,4,1,2,3,1,2,n31b2j4ah
0,1,3,70.5729166666667,1,4,1,4,1,2,4,1,2,n31b2j4ah
2,1,4,49.4791666666667,1,2,1,4,0,1,5,1,2,n31b2j4ah
2,0,2,6.77083333333333,1,4,1,2,0,1,6,1,2,n31b2j4ah
2,1,4,63.28125,1,2,1,3,0,2,7,1,2,n31b2j4ah
0,1,3,42.96875,1,2,1,2,1,3,8,1,2,n31b2j4ah
0,0,1,19.7916666666667,1,4,1,4,1,3,9,1,2,n31b2j4ah
2,1,4,41.6666666666667,1,4,1,4,1,3,10,1,2,n31b2j4ah
2,0,2,10.9375,1,4,1,4,1,2,11,1,2,n31b2j4ah
2,0,2,26.8229166666667,1,4,1,4,1,3,12,1,2,n31b2j4ah
0,1,3,63.28125,1,3,1,3,1,4,13,1,2,n31b2j4ah
2,0,2,20.8333333333333,1,4,1,4,1,4,14,1,2,n31b2j4ah
0,1,3,63.0208333333333,1,2,1,2,1,5,15,1,2,n31b2j4ah
2,1,4,44.0104166666667,1,4,1,4,1,4,16,1,2,n31b2j4ah
0,0,1,9.89583333333333,1,3,1,3,1,4,17,1,2,n31b2j4ah
0,0,1,30.9895833333333,1,4,1,4,1,5,18,1,2,n31b2j4ah
2,1,4,33.59375,1,3,1,3,1,5,19,1,2,n31b2j4ah
2,0,2,15.625,1,2,1,2,1,5,20,1,2,n31b2j4ah
0,0,1,35.6770833333333,1,3,1,3,1,1,1,2,3,n31b2j4ah
0,0,1,0.260416666666667,1,4,1,4,1,2,2,2,3,n31b2j4ah
0,1,3,58.0729166666667,1,2,1,2,1,1,3,2,3,n31b2j4ah
2,1,4,26.3020833333333,1,3,1,3,1,1,4,2,3,n31b2j4ah
2,0,2,14.84375,1,3,1,5,0,1,5,2,3,n31b2j4ah
0,1,3,72.3958333333333,1,4,1,4,1,2,6,2,3,n31b2j4ah
2,1,4,38.0208333333333,1,4,1,4,1,2,7,2,3,n31b2j4ah
2,0,2,5.72916666666667,1,2,1,2,1,2,8,2,3,n31b2j4ah
0,0,1,10.4166666666667,1,2,1,2,1,3,9,2,3,n31b2j4ah
2,1,4,25.78125,1,3,1,3,1,3,10,2,3,n31b2j4ah
0,0,1,8.59375,1,3,1,3,1,4,11,2,3,n31b2j4ah
2,0,2,5.72916666666667,1,1,1,2,0,3,12,2,3,n31b2j4ah
0,1,3,55.2083333333333,1,2,1,2,1,3,13,2,3,n31b2j4ah
0,1,3,39.84375,1,2,1,2,1,4,14,2,3,n31b2j4ah
2,0,2,3.90625,1,3,1,3,1,4,15,2,3,n31b2j4ah
2,1,4,25.5208333333333,1,4,1,5,0,4,16,2,3,n31b2j4ah
0,0,1,9.11458333333333,1,2,1,2,1,5,17,2,3,n31b2j4ah
2,0,2,6.25,1,2,1,2,1,5,18,2,3,n31b2j4ah
2,1,4,44.53125,1,3,1,3,1,5,19,2,3,n31b2j4ah
0,1,3,50,1,3,1,3,1,5,20,2,3,n31b2j4ah
0,1,3,60.4166666666667,1,4,1,4,1,1,1,3,6,n31b2j4ah
0,1,3,37.7604166666667,1,5,1,5,1,2,2,3,6,n31b2j4ah
0,0,1,8.59375,1,3,1,3,1,1,3,3,6,n31b2j4ah
0,1,3,75.78125,1,4,1,4,1,3,4,3,6,n31b2j4ah
2,1,4,34.375,1,3,1,2,0,1,5,3,6,n31b2j4ah
0,0,1,17.4479166666667,1,4,1,4,1,2,6,3,6,n31b2j4ah
0,0,1,26.5625,1,3,1,3,1,3,7,3,6,n31b2j4ah
0,1,3,63.0208333333333,1,4,1,4,1,4,8,3,6,n31b2j4ah
2,0,2,5.98958333333333,1,2,1,2,1,1,9,3,6,n31b2j4ah
2,1,4,41.9270833333333,1,2,1,3,0,2,10,3,6,n31b2j4ah
2,1,4,28.125,1,4,1,4,1,3,11,3,6,n31b2j4ah
2,0,2,7.55208333333333,1,2,1,3,0,2,12,3,6,n31b2j4ah
0,0,1,23.4375,1,5,1,5,1,4,13,3,6,n31b2j4ah
0,1,3,21.6145833333333,0,3,1,3,1,5,14,3,6,n31b2j4ah
2,0,2,NaN,0,0,0,3,0,3,15,3,6,n31b2j4ah
0,0,1,NaN,0,0,0,5,0,5,16,3,6,n31b2j4ah
2,1,4,NaN,0,0,0,2,0,4,17,3,6,n31b2j4ah
2,0,2,NaN,0,0,0,2,0,4,18,3,6,n31b2j4ah
2,0,2,NaN,0,0,0,4,0,5,19,3,6,n31b2j4ah
2,1,4,NaN,0,0,0,2,0,5,20,3,6,n31b2j4ah
0,1,3,57.1614583333333,1,3,1,3,1,1,1,1,4,n31m2hc54
0,0,1,30.46875,1,3,1,4,0,1,2,1,4,n31m2hc54
2,0,2,42.8385416666667,1,3,1,4,0,1,3,1,4,n31m2hc54
0,1,3,83.8541666666667,1,1,1,5,0,2,4,1,4,n31m2hc54
2,1,4,83.8541666666667,1,2,1,5,0,1,5,1,4,n31m2hc54
0,0,1,59.1145833333333,1,4,1,4,1,2,6,1,4,n31m2hc54
0,0,1,36.9791666666667,1,1,1,2,0,3,7,1,4,n31m2hc54
2,1,4,74.7395833333333,1,2,1,2,1,2,8,1,4,n31m2hc54
2,1,4,81.25,1,4,1,3,0,3,9,1,4,n31m2hc54
0,0,1,57.1614583333333,1,2,1,5,0,4,10,1,4,n31m2hc54
2,0,2,57.8125,1,1,1,3,0,2,11,1,4,n31m2hc54
0,1,3,89.0625,1,5,1,5,1,3,12,1,4,n31m2hc54
0,1,3,89.7135416666667,1,3,1,2,0,4,13,1,4,n31m2hc54
2,0,2,31.1197916666667,1,3,1,5,0,3,14,1,4,n31m2hc54
0,0,1,42.8385416666667,1,2,1,3,0,5,15,1,4,n31m2hc54
2,1,4,66.9270833333333,1,1,1,2,0,4,16,1,4,n31m2hc54
2,1,4,72.7864583333333,1,3,1,3,1,5,17,1,4,n31m2hc54
2,0,2,40.234375,1,4,1,4,1,4,18,1,4,n31m2hc54
2,1,4,76.0416666666667,1,3,1,3,1,6,19,1,4,n31m2hc54
0,0,1,34.375,1,4,1,3,0,6,20,1,4,n31m2hc54
0,0,1,53.2552083333333,1,4,1,4,1,1,1,2,10,n31m2hc54
0,1,3,67.578125,1,3,1,2,0,1,2,2,10,n31m2hc54
0,1,3,68.2291666666667,1,3,1,4,0,2,3,2,10,n31m2hc54
2,0,2,40.234375,1,2,1,3,0,1,4,2,10,n31m2hc54
2,1,4,77.9947916666667,1,4,1,4,1,1,5,2,10,n31m2hc54
2,1,4,67.578125,1,3,1,4,0,2,6,2,10,n31m2hc54
0,0,1,55.859375,1,2,1,4,0,2,7,2,10,n31m2hc54
2,0,2,30.46875,1,3,1,3,1,2,8,2,10,n31m2hc54
2,1,4,79.296875,1,3,1,2,0,3,9,2,10,n31m2hc54
2,1,4,75.390625,1,3,1,2,0,4,10,2,10,n31m2hc54
0,0,1,65.625,1,3,1,5,0,3,11,2,10,n31m2hc54
0,1,3,84.5052083333333,1,2,1,2,1,3,12,2,10,n31m2hc54
2,1,4,72.1354166666667,1,2,1,5,0,5,13,2,10,n31m2hc54
0,0,1,60.4166666666667,1,2,1,4,0,4,14,2,10,n31m2hc54
2,1,4,76.0416666666667,1,5,1,5,1,6,15,2,10,n31m2hc54
2,0,2,53.90625,1,2,1,2,1,3,16,2,10,n31m2hc54
2,0,2,40.234375,1,1,1,3,0,4,17,2,10,n31m2hc54
0,1,3,70.8333333333333,1,4,1,2,0,4,18,2,10,n31m2hc54
0,0,1,59.765625,1,2,1,5,0,5,19,2,10,n31m2hc54
0,0,1,67.578125,1,3,1,2,0,6,20,2,10,n31m2hc54
0,1,3,90.3645833333333,1,5,1,5,1,1,1,3,2,n31m2hc54
0,0,1,64.3229166666667,1,5,1,5,1,1,2,3,2,n31m2hc54
0,0,1,61.0677083333333,1,4,1,4,1,2,3,3,2,n31m2hc54
0,1,3,81.9010416666667,1,2,1,2,1,2,4,3,2,n31m2hc54
0,1,3,83.8541666666667,1,3,1,2,0,3,5,3,2,n31m2hc54
2,0,2,53.2552083333333,1,3,1,3,1,1,6,3,2,n31m2hc54
2,1,4,100,1,5,1,5,1,1,7,3,2,n31m2hc54
2,1,4,90.3645833333333,1,2,1,2,1,2,8,3,2,n31m2hc54
0,0,1,55.859375,1,4,1,2,0,3,9,3,2,n31m2hc54
0,1,3,84.5052083333333,1,2,1,2,1,4,10,3,2,n31m2hc54
2,0,2,38.28125,1,3,1,4,0,2,11,3,2,n31m2hc54
2,0,2,52.6041666666667,1,4,1,4,1,3,12,3,2,n31m2hc54
